age,employment_type,years_employed,annual_income,monthly_debt,loan_amount_requested,loan_purpose,credit_score,missed_payments,savings,dti_ratio,loan_to_income,defaulted
38,Self-Employed,8,437756.43,16586.84,342745.32,Vehicle,799,0,244665.56,45.4687,0.782959,0
27,Self-Employed,8,975796.47,35814.97,1416272.68,Vehicle,711,0,320768.43,44.044,1.451402,0
44,Salaried,4,1056650.01,14819.63,4192377.17,Business,686,3,121456.96,16.8301,3.967612,0
36,Salaried,16,1706907.89,38955.76,1323327.71,Vehicle,598,0,220481.55,27.3869,0.775278,0
48,Salaried,5,611456.72,12384.52,804938.29,Education,660,2,832126.36,24.3049,1.316427,0
51,Salaried,10,2250404.0,121722.29,738457.1,Personal,619,0,325035.0,64.9069,0.328144,1
35,Salaried,11,1424242.58,21712.63,497885.92,Personal,602,2,403791.01,18.294,0.349579,0
21,Self-Employed,0,3276405.92,68020.93,11199010.1,Education,708,2,150424.49,24.913,3.418078,0
31,Salaried,2,1786356.63,76226.14,7015716.45,Business,598,3,91005.18,51.2055,3.927388,0
23,Salaried,3,1624615.19,29435.38,2667233.42,Education,715,1,193941.87,21.742,1.641763,0
31,Self-Employed,0,1220817.62,37599.81,926192.25,Personal,713,2,316824.07,36.9587,0.758666,0
22,Business Owner,4,1933565.81,47221.79,6235739.64,Education,785,2,137865.31,29.3066,3.224995,0
26,Self-Employed,8,969455.13,35741.17,1481599.24,Personal,663,1,665495.96,44.2407,1.52828,0
30,Freelancer,11,3696839.02,63253.81,3805789.16,Personal,700,0,628357.7,20.5323,1.029471,0
31,Freelancer,10,5276171.53,190018.52,25619893.94,Business,704,3,184688.22,43.2174,4.855774,1
44,Business Owner,7,1338418.27,4953.76,2264031.34,Business,856,0,342267.73,4.4414,1.691572,0
34,Freelancer,2,3227924.49,184268.83,13120123.71,Business,598,1,268679.14,68.503,4.06457,0
31,Business Owner,13,1557227.85,47120.58,1848146.15,Personal,832,0,370657.01,36.3111,1.186818,0
33,Salaried,4,1867304.2,2504.4,1736522.78,Personal,802,1,791876.88,1.6094,0.929962,0
34,Salaried,11,1886370.29,76986.12,2039717.74,Vehicle,670,2,306557.69,48.9741,1.081292,0
41,Business Owner,3,835499.77,19932.04,1981223.36,Business,667,0,100049.11,28.6277,2.371303,0
26,Business Owner,5,1436519.18,54211.77,7370864.6,Home,569,2,62364.05,45.2859,5.131059,1
22,Salaried,4,1508874.29,4523.27,2172227.02,Education,639,2,440990.93,3.5973,1.439634,1
44,Self-Employed,5,3620136.4,109628.13,8815812.96,Education,749,2,325007.99,36.3394,2.435216,1
32,Business Owner,6,726369.82,23586.65,781704.85,Education,714,0,624544.3,38.9663,1.07618,0
36,Business Owner,3,1523244.39,68113.15,2158815.62,Vehicle,743,2,174641.84,53.659,1.417248,1
44,Self-Employed,8,877346.61,29216.67,2935741.46,Education,718,0,60723.82,39.9614,3.346159,0
21,Business Owner,1,1311995.01,59180.87,639980.54,Personal,624,0,132760.16,54.1291,0.487792,1
21,Salaried,1,2416855.83,16793.53,6516619.32,Business,640,0,205126.16,8.3382,2.696321,0
32,Business Owner,14,483251.24,24029.12,2015276.63,Business,700,1,408325.5,59.6686,4.170246,1
44,Salaried,6,822814.73,26540.91,1479682.82,Personal,687,1,512759.96,38.7075,1.798318,0
35,Salaried,11,1927687.58,62216.93,11034245.33,Home,661,0,390246.9,38.7305,5.724084,0
36,Salaried,8,1862439.06,23900.68,7781766.65,Business,679,1,69858.13,15.3996,4.178266,0
43,Self-Employed,12,1042363.6,12907.63,3991774.84,Business,713,4,218326.45,14.8596,3.829542,0
43,Salaried,7,2052573.12,94333.85,4043405.03,Vehicle,669,1,503708.22,55.1506,1.96992,0
27,Salaried,9,1824998.87,78528.7,1942115.79,Vehicle,594,0,107665.89,51.6353,1.064174,0
21,Salaried,1,1124200.45,17836.33,6172821.03,Home,733,1,365712.21,19.0389,5.490854,1
29,Salaried,6,1610385.87,57379.66,7841595.53,Home,605,0,153792.24,42.7572,4.869389,0
29,Business Owner,11,2828046.54,18018.57,1712720.95,Vehicle,723,2,60713.78,7.6457,0.60562,0
25,Salaried,7,1562003.91,76469.96,2129523.71,Personal,701,0,56051.28,58.7476,1.363328,0
43,Salaried,10,1348167.97,55515.25,1780155.39,Vehicle,758,1,220321.81,49.4139,1.320426,0
32,Freelancer,4,1038367.67,49178.99,3705614.64,Business,656,1,854598.37,56.8342,3.568692,0
31,Freelancer,0,2632658.02,110291.61,3558052.32,Vehicle,728,1,87328.39,50.2724,1.351506,0
26,Salaried,6,1172595.01,22070.5,6018478.4,Home,566,0,268209.36,22.5863,5.132615,0
29,Self-Employed,8,571162.55,20408.22,511336.39,Personal,691,0,112952.94,42.8772,0.895255,0
38,Salaried,10,1408238.49,41643.78,1614527.9,Personal,625,0,405522.45,35.4858,1.146488,0
43,Freelancer,9,239996.77,8964.36,532433.33,Business,648,1,528812.94,44.8224,2.218502,0
48,Freelancer,10,1036397.87,44130.41,1060653.28,Vehicle,773,0,757111.8,51.0967,1.023404,0
38,Business Owner,4,1190470.53,25539.78,4388633.51,Business,696,0,218841.67,25.7442,3.68647,0
31,Business Owner,13,542642.41,3375.81,816404.59,Vehicle,765,2,124936.48,7.4653,1.504498,0
21,Business Owner,0,3108760.08,126698.04,4706948.6,Vehicle,701,1,39274.69,48.9062,1.514092,1
33,Salaried,11,1562715.0,89427.65,5670885.14,Home,705,1,113010.09,68.671,3.628867,1
43,Business Owner,10,1856150.18,34135.3,6172936.46,Home,897,0,60911.25,22.0685,3.325666,0
40,Salaried,10,922235.07,38208.35,1615973.48,Vehicle,634,0,95532.23,49.7162,1.752236,0
38,Salaried,7,2707962.25,80338.18,2077376.17,Vehicle,740,4,124912.42,35.6009,0.767136,0
44,Salaried,7,1290328.23,52296.29,2096416.22,Education,621,2,43572.77,48.6353,1.624715,1
32,Self-Employed,5,382704.62,5863.54,1552277.3,Home,589,1,284409.14,18.3856,4.056072,0
44,Salaried,3,2442385.64,65109.47,5911868.16,Home,559,1,78746.85,31.9898,2.42053,0
41,Business Owner,0,1540138.28,46020.27,2379536.57,Vehicle,793,0,390737.13,35.8567,1.545015,0
32,Self-Employed,14,1127413.65,26600.34,5491110.65,Business,656,1,182649.15,28.313,4.870538,0
44,Salaried,2,1040455.26,24183.26,3546434.86,Education,564,1,848271.72,27.8916,3.408541,0
44,Salaried,9,1160077.61,16894.7,2183044.26,Vehicle,847,1,272064.58,17.4761,1.881809,0
35,Self-Employed,7,1122769.98,16422.23,1465972.73,Education,802,3,490629.28,17.5518,1.305675,0
37,Self-Employed,15,659866.51,10624.84,1115369.67,Education,781,0,91166.9,19.3218,1.690296,0
39,Salaried,15,1225197.73,32542.13,3219699.77,Education,682,1,384467.05,31.8729,2.627902,0
45,Salaried,3,1225210.62,41646.9,1664496.64,Personal,600,0,258373.85,40.79,1.358539,0
27,Salaried,7,1357852.09,46785.28,2882450.13,Business,656,0,61693.52,41.3464,2.122801,1
34,Salaried,8,7348124.85,71669.08,6536483.48,Education,755,1,514629.65,11.7041,0.889544,0
36,Self-Employed,0,1923213.18,67149.74,2050841.03,Personal,647,0,154244.75,41.8985,1.066362,0
34,Salaried,8,732796.39,17583.94,2485617.1,Education,680,2,564321.97,28.7948,3.391961,0
25,Salaried,7,1456375.83,31982.15,2220761.14,Personal,656,2,113353.49,26.3521,1.524854,0
24,Salaried,0,1901631.07,45447.77,2507555.04,Vehicle,756,0,119405.97,28.6792,1.318634,0
28,Salaried,6,745590.46,26387.03,3192726.24,Business,463,4,221010.56,42.4689,4.282145,0
34,Business Owner,13,1596997.29,28579.29,3174796.45,Education,634,2,447997.21,21.4748,1.987979,0
36,Salaried,13,1414247.79,21915.56,2705691.41,Education,721,1,84135.1,18.5955,1.913166,0
23,Salaried,4,1200550.11,28005.66,7154112.92,Home,702,1,501662.44,27.9928,5.959029,0
37,Salaried,10,1225534.61,58599.94,3192997.68,Home,683,0,120715.24,57.379,2.605392,0
42,Salaried,15,852275.05,45019.2,3490454.19,Business,539,0,106821.47,63.3869,4.095455,0
22,Salaried,4,1546384.82,49507.52,3453461.23,Home,688,0,241771.56,38.418,2.233248,0
34,Salaried,5,806933.97,39734.88,3876945.04,Home,745,0,278153.76,59.0902,4.804538,0
30,Salaried,6,1067727.9,31630.57,1385707.94,Vehicle,748,1,388385.18,35.549,1.29781,0
41,Self-Employed,7,486523.15,14977.62,290141.28,Vehicle,709,0,77801.12,36.942,0.596357,0
32,Salaried,5,1414086.05,18224.54,3027650.66,Business,737,0,690910.54,15.4654,2.141065,0
21,Salaried,3,1370284.87,38506.74,3386963.56,Business,643,0,375005.57,33.7215,2.471722,0
43,Freelancer,5,848122.61,25909.88,3061584.49,Business,553,0,258094.91,36.6596,3.609837,0
21,Freelancer,3,2045761.26,22888.48,5331775.16,Business,690,2,186104.06,13.4259,2.606255,0
21,Business Owner,3,732072.42,27472.16,3147400.88,Business,669,0,788450.1,45.0319,4.299303,1
33,Salaried,1,515936.2,15975.87,744350.51,Vehicle,859,0,572053.39,37.1578,1.442718,0
21,Salaried,2,386495.11,17864.39,1843858.49,Home,733,1,82479.38,55.4658,4.770716,0
23,Salaried,5,903842.91,27967.16,1223473.54,Personal,649,1,108079.22,37.131,1.353635,0
38,Salaried,9,1379992.38,41463.31,2439748.65,Personal,647,0,680480.99,36.0553,1.767944,0
30,Salaried,8,2051485.73,98355.72,1398827.33,Personal,788,1,189077.02,57.5324,0.681861,0
21,Self-Employed,1,1792672.61,20232.68,9240976.13,Home,599,1,154857.77,13.5436,5.15486,0
52,Freelancer,4,1968763.53,115508.73,5380379.65,Business,610,0,63624.15,70.4048,2.732872,1
26,Self-Employed,8,3105757.67,16887.04,7269252.59,Home,570,0,265028.81,6.5248,2.340573,0
39,Salaried,15,2855299.99,57584.39,1731215.9,Vehicle,759,0,379878.89,24.2011,0.606317,0
21,Salaried,3,1168262.17,69877.66,495890.22,Personal,777,2,195449.95,71.776,0.424468,1
39,Salaried,16,3041266.15,149094.01,6898821.28,Home,556,0,206220.51,58.8284,2.268404,1
35,Salaried,5,1417477.64,66791.84,2095968.7,Personal,695,0,521872.25,56.5442,1.478661,0
32,Business Owner,14,499604.12,25416.56,1954841.41,Home,709,1,181194.91,61.0481,3.912781,0
32,Salaried,3,3408606.03,48440.88,15009136.81,Home,665,0,265020.48,17.0536,4.403306,1
42,Business Owner,13,1082788.4,17662.11,4842528.84,Home,768,2,142486.67,19.574,4.472276,1
40,Self-Employed,12,1792969.23,48035.05,3563619.25,Vehicle,669,0,85275.05,32.1489,1.987552,0
33,Freelancer,0,2498239.21,53058.58,6584241.12,Home,580,0,751957.06,25.4861,2.635553,0
44,Salaried,15,1980617.05,25658.96,7560965.14,Business,604,0,1147211.8,15.546,3.81748,0
47,Freelancer,5,1642022.41,94332.46,7420822.28,Business,659,1,427932.93,68.9387,4.519319,1
36,Self-Employed,9,2587048.81,22943.3,8260389.85,Home,713,0,841565.93,10.6422,3.192978,0
31,Salaried,7,2768914.85,49552.17,2523925.42,Vehicle,819,1,277023.41,21.4751,0.911522,0
23,Freelancer,5,1880012.56,114981.74,3591247.45,Education,544,2,155417.99,73.3921,1.910225,1
34,Salaried,14,915306.23,22722.1,3142613.31,Home,713,1,223603.47,29.7895,3.433401,0
29,Business Owner,0,1288481.39,41115.31,4672679.5,Business,627,2,530744.73,38.2919,3.626501,0
45,Business Owner,21,1468608.28,40271.11,5115322.25,Business,652,1,64658.73,32.9055,3.483109,0
37,Business Owner,4,2985080.67,82310.3,5087718.64,Vehicle,597,0,1517617.0,33.0887,1.704382,0
29,Salaried,11,2369648.01,70559.36,8643179.82,Home,719,2,282320.24,35.7316,3.647453,0
46,Business Owner,0,667978.79,34079.01,1714757.18,Business,636,0,311085.89,61.2217,2.567083,0
21,Salaried,3,1091485.91,56342.25,3087165.73,Education,663,0,512211.61,61.9437,2.828406,0
21,Salaried,3,2836700.3,133387.94,8707678.79,Business,807,0,183709.45,56.4267,3.069651,1
21,Self-Employed,1,2801737.05,84803.94,3732453.2,Vehicle,773,1,628161.38,36.322,1.332193,0
41,Business Owner,5,1497252.58,42042.74,613089.72,Personal,699,1,382880.91,33.6959,0.409476,0
32,Salaried,4,2287446.1,75166.19,5971118.58,Education,783,1,113517.05,39.4324,2.610387,0
25,Self-Employed,7,1409138.6,39706.88,8068284.99,Home,900,1,483708.16,33.8137,5.725686,0
27,Self-Employed,6,704672.33,40586.64,771200.31,Personal,652,3,718041.78,69.1158,1.09441,1
32,Freelancer,4,832928.45,22153.09,3475808.16,Business,849,1,1062409.4,31.916,4.172997,0
25,Salaried,4,2096123.73,50228.81,3164720.14,Vehicle,629,0,103638.36,28.7553,1.509796,0
30,Salaried,12,972825.72,27398.31,2669054.82,Home,734,3,178998.74,33.7964,2.74361,1
23,Salaried,5,1249341.56,18204.13,5072029.15,Home,382,0,383475.76,17.4852,4.059762,0
21,Salaried,1,420454.17,15243.32,2510799.98,Home,721,0,174663.68,43.5053,5.971638,1
21,Self-Employed,0,900181.41,11539.89,608950.18,Personal,796,1,242425.88,15.3834,0.676475,0
36,Salaried,11,1769917.95,35223.56,6088853.09,Home,708,1,300379.75,23.8815,3.440189,0
22,Salaried,3,1743280.5,59084.59,1283077.01,Vehicle,664,0,370522.34,40.6713,0.736013,0
43,Salaried,7,1705674.5,50838.36,5584349.09,Education,685,0,213199.88,35.7665,3.273983,0
37,Business Owner,11,3355719.77,6445.17,6338402.79,Education,666,0,336303.84,2.3048,1.888836,0
25,Self-Employed,0,1003007.91,25071.91,2910271.07,Business,661,0,320751.05,29.9961,2.901543,1
41,Self-Employed,4,1273814.61,47318.54,6889668.0,Home,827,1,60659.55,44.5765,5.40869,1
31,Salaried,10,1861670.31,98313.07,4438506.56,Home,521,3,82933.9,63.3709,2.384153,1
30,Salaried,11,3915127.81,79314.46,4794230.95,Personal,747,2,104212.07,24.3102,1.22454,0
34,Salaried,7,874631.05,30172.92,1522384.78,Personal,709,2,288214.24,41.3975,1.740602,0
21,Salaried,1,1607053.68,74525.25,5523433.78,Education,629,0,220818.96,55.6486,3.436994,1
37,Salaried,4,888517.31,24298.79,1432554.78,Personal,634,2,314316.95,32.8171,1.612298,0
42,Salaried,4,1499826.22,29610.32,4797373.79,Home,699,0,373819.6,23.691,3.19862,0
27,Salaried,8,4709554.63,141387.34,8733451.01,Vehicle,717,0,141185.96,36.0257,1.854411,0
40,Salaried,13,2712698.4,89638.93,14930379.46,Home,696,0,109732.96,39.653,5.503885,1
32,Salaried,3,2286995.32,24939.06,7832882.55,Home,733,4,216331.17,13.0857,3.424967,0
32,Salaried,12,1052160.82,48100.16,1965086.62,Vehicle,705,0,314136.51,54.8587,1.867668,0
33,Salaried,2,3278898.82,142947.65,8736186.75,Education,824,0,875913.08,52.3155,2.664366,0
21,Self-Employed,3,1454242.94,42880.73,1680742.92,Education,669,1,161027.19,35.384,1.155751,0
39,Salaried,11,2082210.55,102725.74,1370476.07,Vehicle,627,0,70281.28,59.2019,0.658183,0
21,Self-Employed,3,2788238.24,64352.32,3932262.52,Personal,664,2,436185.79,27.6959,1.410304,0
23,Self-Employed,5,1909205.64,77873.06,7308524.25,Business,900,0,233899.92,48.9458,3.828045,0
37,Salaried,7,551853.81,14487.78,2721431.26,Business,747,0,359992.94,31.5035,4.931435,0
35,Business Owner,7,433991.05,12335.54,2044624.42,Business,782,1,95120.98,34.1082,4.711213,0
21,Salaried,3,2702104.98,66144.8,4743210.52,Vehicle,610,0,76385.56,29.3748,1.755376,0
39,Freelancer,6,738099.24,16324.45,3284894.61,Home,794,2,72669.82,26.5403,4.450478,0
21,Freelancer,1,731597.14,7317.29,868853.04,Personal,551,0,88841.61,12.0022,1.187611,0
46,Salaried,6,723816.1,40595.39,1497710.86,Business,586,0,1014441.12,67.3023,2.069187,0
39,Business Owner,8,2106386.24,87163.72,3365277.78,Education,634,1,740507.71,49.6568,1.597655,0
21,Salaried,3,559981.09,14809.58,1584140.67,Business,605,0,119478.75,31.7359,2.828918,0
32,Salaried,9,2215864.85,55657.33,8402424.77,Business,730,3,216793.78,30.1412,3.791939,1
41,Self-Employed,8,1134463.36,43704.41,1733496.03,Personal,813,0,210642.37,46.2292,1.528032,1
32,Salaried,11,1770684.18,80782.51,5944878.52,Business,767,0,120621.82,54.7466,3.357391,0
26,Salaried,5,1510197.19,52774.34,6657444.24,Home,577,1,318674.31,41.9344,4.408328,0
30,Business Owner,5,1256800.91,69023.05,2377737.79,Vehicle,701,0,296050.46,65.9036,1.891897,0
32,Salaried,13,1047497.43,43304.73,2711023.01,Education,654,0,859188.74,49.6094,2.588095,0
32,Self-Employed,5,2205396.53,35934.25,10771267.65,Business,774,1,400392.24,19.5525,4.88405,0
25,Salaried,6,2442036.14,96035.91,5772005.83,Business,707,0,678350.69,47.1914,2.363604,0
30,Salaried,7,402566.48,13787.56,925731.5,Education,712,1,91323.45,41.099,2.299574,1
38,Salaried,0,1097517.0,29728.31,6461390.3,Home,671,0,767418.08,32.5043,5.88728,1
41,Business Owner,7,1580508.07,54470.54,3193645.12,Education,582,0,155971.01,41.3567,2.020645,0
28,Salaried,10,2817171.54,97081.02,3727219.82,Personal,663,0,707245.19,41.3525,1.323036,0
40,Self-Employed,7,4317867.7,79796.66,5551129.43,Vehicle,648,0,295281.94,22.1767,1.285618,0
41,Self-Employed,0,3233761.98,99915.92,10314265.58,Education,565,2,164846.86,37.0773,3.189556,1
36,Salaried,7,2093648.53,118419.21,701951.87,Personal,531,0,74161.33,67.8734,0.335277,0
30,Salaried,12,1171702.96,71979.06,1274186.66,Personal,626,2,110560.07,73.7174,1.087466,1
27,Self-Employed,1,3780197.76,109674.81,5829285.47,Education,746,0,206434.73,34.8156,1.542058,0
22,Salaried,4,3115521.84,64770.44,5779739.87,Vehicle,725,0,164949.26,24.9475,1.855143,0
34,Self-Employed,3,811864.68,12687.61,3993267.03,Business,712,0,155503.6,18.7533,4.918636,0
26,Salaried,8,1271154.78,24881.72,5961076.15,Business,654,1,227818.19,23.4889,4.689497,0
25,Salaried,7,2646891.39,54571.69,5993819.08,Business,784,0,279531.46,24.7407,2.264475,0
26,Freelancer,0,1431493.51,31518.96,6177064.1,Home,584,3,487440.86,26.4219,4.315118,1
33,Business Owner,9,2295403.35,53369.44,3710430.84,Personal,627,0,282117.69,27.9007,1.616461,0
39,Business Owner,2,5315206.08,117246.31,12942682.52,Business,644,3,164749.89,26.4704,2.435029,0
42,Business Owner,11,1134768.43,30907.56,1399936.53,Personal,704,0,145884.24,32.6843,1.233676,0
27,Salaried,6,2296261.28,91665.62,2742006.09,Education,724,2,187833.44,47.9034,1.194118,0
24,Business Owner,6,328964.27,5978.63,1337180.93,Home,543,0,428353.1,21.8089,4.064821,0
27,Salaried,2,1290952.55,15360.31,2239846.31,Personal,646,1,157236.36,14.2781,1.735034,0
21,Self-Employed,0,1512908.88,55196.98,4322202.37,Business,766,1,84986.9,43.7808,2.856882,0
39,Salaried,1,1802437.56,29891.91,903303.27,Personal,753,2,175855.84,19.901,0.501156,0
22,Salaried,4,905743.18,33900.14,876519.74,Education,642,0,294899.94,44.9136,0.967735,0
21,Freelancer,3,1370648.17,54957.98,4549960.46,Home,612,1,606587.9,48.1156,3.319568,1
35,Business Owner,0,1301821.12,14620.37,2250439.84,Vehicle,707,0,386329.97,13.4768,1.728686,0
27,Business Owner,5,1248674.47,25466.83,1041621.85,Personal,900,1,387855.02,24.4741,0.834182,0
32,Salaried,13,2161490.17,106231.42,10339386.76,Business,799,0,4637887.21,58.9768,4.783453,0
25,Self-Employed,1,728826.15,12871.18,3522161.63,Home,609,1,2099882.33,21.1922,4.83265,0
29,Freelancer,0,1524450.27,65973.92,780294.77,Vehicle,657,0,89343.79,51.9326,0.511853,0
30,Self-Employed,8,442356.08,12779.29,1760408.56,Home,682,1,444219.0,34.667,3.979619,0
26,Salaried,5,1109601.75,31110.2,2224312.72,Business,679,0,206317.83,33.6447,2.004605,0
21,Salaried,2,3131708.68,146267.17,6920481.43,Home,779,1,386899.61,56.0463,2.20981,0
41,Freelancer,4,1127913.02,44102.12,5308177.19,Business,702,0,104278.25,46.9208,4.706194,1
30,Self-Employed,2,1782755.57,49686.19,6894929.42,Home,813,0,275100.9,33.4445,3.867569,0
33,Salaried,9,1694895.92,45413.71,1659738.29,Vehicle,755,0,477373.82,32.1533,0.979257,0
39,Freelancer,1,4064283.34,176403.46,3436130.37,Personal,724,1,148667.59,52.084,0.845446,0
21,Self-Employed,1,1225840.33,5238.83,723994.6,Personal,788,0,375486.52,5.1284,0.590611,0
31,Salaried,2,646966.98,8277.69,3877512.58,Home,629,0,183977.21,15.3535,5.99337,0
36,Salaried,5,1294684.23,56458.91,4012433.43,Business,734,0,88095.32,52.3299,3.09916,0
49,Salaried,13,3567180.17,35062.52,6328492.09,Vehicle,678,0,150518.95,11.795,1.774088,0
27,Business Owner,9,1089551.78,56449.13,5052628.23,Business,718,0,149210.2,62.1714,4.637346,0
24,Salaried,6,1227722.9,9469.93,674223.34,Vehicle,757,1,72180.82,9.2561,0.549166,0
26,Business Owner,0,1229121.01,84266.18,1196500.1,Personal,822,0,644863.61,82.2697,0.97346,1
35,Self-Employed,7,2206499.71,24304.68,10078794.67,Home,635,0,215272.34,13.218,4.567775,0
30,Self-Employed,1,774547.21,32282.34,1071421.1,Vehicle,668,0,1285856.05,50.0148,1.383287,1
24,Self-Employed,6,1250587.0,83821.44,2005969.95,Personal,528,1,200960.93,80.4308,1.604023,1
30,Self-Employed,0,2959216.26,58541.95,13095880.52,Home,776,2,456450.01,23.7395,4.425456,1
30,Salaried,4,1467917.19,56035.43,3507452.89,Education,848,3,118673.48,45.8081,2.389408,0
21,Salaried,3,973007.56,23276.22,1524169.29,Personal,717,2,807522.22,28.7063,1.566452,0
34,Salaried,0,1462660.5,27808.6,2334748.87,Vehicle,599,1,626949.47,22.8148,1.596234,0
34,Self-Employed,6,1812953.64,50885.38,1124721.28,Vehicle,523,0,210803.48,33.6812,0.620381,0
33,Salaried,7,1026294.03,10821.6,2290685.54,Education,717,0,64618.36,12.6532,2.231997,0
36,Salaried,9,643353.51,14986.22,2249838.76,Business,801,2,274325.16,27.9527,3.497049,0
35,Salaried,11,2479617.99,164392.92,7212295.48,Education,754,4,360329.2,79.5572,2.908632,1
28,Freelancer,4,551985.5,12861.32,1323172.83,Education,732,0,543247.85,27.9601,2.397115,0
40,Business Owner,15,1415025.1,85990.97,4991124.68,Business,707,0,38716.39,72.9239,3.527234,1
21,Salaried,3,1525614.41,68247.06,938566.85,Personal,659,0,329309.54,53.681,0.615206,0
21,Salaried,3,1114717.06,63724.54,2076592.17,Vehicle,707,1,162046.97,68.5999,1.862887,0
44,Self-Employed,13,1568996.8,56944.82,1080696.86,Personal,810,0,2890462.31,43.5525,0.688782,0
21,Salaried,1,1244339.01,59427.12,4170794.87,Home,697,3,636515.03,57.3096,3.351816,1
36,Salaried,6,878175.35,6444.82,2284005.32,Education,818,0,312772.24,8.8067,2.600853,0
39,Salaried,4,680749.82,28043.58,1058503.71,Vehicle,602,0,188031.42,49.4342,1.554909,1
33,Salaried,15,2267180.42,93585.23,2371426.9,Vehicle,718,2,116855.45,49.5339,1.045981,0
32,Business Owner,8,2588871.64,87154.32,10401130.17,Business,737,2,525106.71,40.398,4.017631,0
44,Salaried,4,1888987.38,92101.29,6996925.75,Business,803,0,97656.99,58.5084,3.704062,1
40,Salaried,7,2886691.31,104607.7,9401398.05,Education,673,1,414296.87,43.4855,3.256808,1
